Priority,Alert_Description,Start_ISO,Start_Epoch,Start_Hour,Start_DOW,Is_Weekend,Duration_Sec,Duration_Min,Priority_Norm,Priority_Level,Component_Type,Component_Name,Test,Raw_Type,Raw_Name,Raw_Test,Src_Type,Src_Name,Ner_Type,Ner_Name,Regex_Type,Regex_Name
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T17:57:00,1754071020,17,4,False,20.0,0.333,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T17:57:00,1754071020,17,4,False,21.0,0.35,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:56:00,1754070960,17,4,False,120.0,2.0,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,High percentage of long table scans for DB04 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T17:56:00,1754070960,17,4,False,2949.0,49.15,Minor,1,host,Oracle,High percentage of long table scans for DB04,host,Oracle,High percentage of long table scans for DB04,regex,regex,UNK,long,host,Oracle
Minor,High percentage of long table scans for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T17:56:00,1754070960,17,4,False,2949.0,49.15,Minor,1,host,Oracle,High percentage of long table scans for DB03,host,Oracle,High percentage of long table scans for DB03,regex,regex,UNK,long,host,Oracle
Minor,Queue length is high {bankadmin1585\Summary},2025-08-01T17:56:00,1754070960,17,4,False,7980.0,133.0,Minor,1,resource,bankadmin1585\Summary,Queue length is high,resource,bankadmin1585\Summary,Queue length is high,regex,regex,UNK,bankadmin1585\Summary,resource,bankadmin1585\Summary
Minor,Queue length is high {bankadmin1585\w3wp#27},2025-08-01T17:56:00,1754070960,17,4,False,7980.0,133.0,Minor,1,resource,bankadmin1585\w3wp#27,Queue length is high,resource,bankadmin1585\w3wp#27,Queue length is high,regex,regex,UNK,bankadmin1585\w3wp#27,resource,bankadmin1585\w3wp#27
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:55:00,1754070900,17,4,False,160.0,2.667,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:55:00,1754070900,17,4,False,160.0,2.667,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:55:00,1754070900,17,4,False,140.0,2.333,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,High percentage of long table scans for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660,2025-08-01T17:55:00,1754070900,17,4,False,3000.0,50.0,Minor,1,host,Oracle,High percentage of long table scans for DB03,host,Oracle,High percentage of long table scans for DB03,regex,regex,UNK,long,host,Oracle
Major,Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660,2025-08-01T17:55:00,1754070900,17,4,False,356.0,5.933,Major,2,host,Oracle,Many long running queries for DB03,host,Oracle,Many long running queries for DB03,regex,regex,UNK,Oracle,host,Oracle
Minor,Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T17:55:00,1754070900,17,4,False,356.0,5.933,Minor,1,host,Oracle,Many long running queries for DB03,host,Oracle,Many long running queries for DB03,regex,regex,UNK,Oracle,host,Oracle
Minor,High percentage of long table scans for DB04 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660,2025-08-01T17:55:00,1754070900,17,4,False,3000.0,50.0,Minor,1,host,Oracle,High percentage of long table scans for DB04,host,Oracle,High percentage of long table scans for DB04,regex,regex,UNK,long,host,Oracle
Minor,Many redo log space requests have been issued on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T17:54:00,1754070840,17,4,False,813.0,13.55,Minor,1,host,Oracle,Many redo log space requests have been issued,host,Oracle,Many redo log space requests have been issued,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many redo buffer entries exist on Oracle Database New_CB_DB:1665:kbzprddcpdb,2025-08-01T17:54:00,1754070840,17,4,False,815.0,13.583,Minor,1,host,Oracle,Many redo buffer entries exist,host,Oracle,Many redo buffer entries exist,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many blocked connections for user KBZREPS on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:54:00,1754070840,17,4,False,286.0,4.767,Minor,1,host,Oracle,Many blocked connections for user KBZREPS,host,Oracle,Many blocked connections for user KBZREPS,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of queries to the database rdsadmin is high on Microsoft SQL on Cloud HRISDB-Prod:1433,2025-08-01T17:52:00,1754070720,17,4,False,1194.0,19.9,Minor,1,host,Microsoft,Elapsed time of queries to the database rdsadmin is high,host,Microsoft,Elapsed time of queries to the database rdsadmin is high,regex,regex,UNK,queries,host,Microsoft
Minor,Queue length is high {SMSBrix1505\Summary},2025-08-01T17:52:00,1754070720,17,4,False,281.0,4.683,Minor,1,resource,SMSBrix1505\Summary,Queue length is high,resource,SMSBrix1505\Summary,Queue length is high,regex,regex,UNK,SMSBrix1505\Summary,resource,SMSBrix1505\Summary
Minor,Queue length is high {SMSBrix1505\w3wp#12},2025-08-01T17:52:00,1754070720,17,4,False,281.0,4.683,Minor,1,resource,SMSBrix1505\w3wp#12,Queue length is high,resource,SMSBrix1505\w3wp#12,Queue length is high,regex,regex,UNK,SMSBrix1505\w3wp#12,resource,SMSBrix1505\w3wp#12
Minor,Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T17:52:00,1754070720,17,4,False,853.0,14.217,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T17:52:00,1754070720,17,4,False,853.0,14.217,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T17:51:00,1754070660,17,4,False,60.0,1.0,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T17:51:00,1754070660,17,4,False,64.0,1.067,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:51:00,1754070660,17,4,False,140.0,2.333,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T17:50:00,1754070600,17,4,False,929.0,15.483,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-lp257,host,Kubernetes
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:50:00,1754070600,17,4,False,230.0,3.833,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:50:00,1754070600,17,4,False,230.0,3.833,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:50:00,1754070600,17,4,False,165.0,2.75,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNB},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTNB,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNB,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNB,oracle goldengate extract,ELOTNB
Major,High disk space usage on /data01 drive of AWS_CBS_Reporting_DB,2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Major,2,host,AWS_CBS_Reporting_DB,High disk space usage on /data01,host,AWS_CBS_Reporting_DB,High disk space usage on /data01,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Major,High disk space usage on /data03 drive of AWS_CBS_Reporting_DB,2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Major,2,host,AWS_CBS_Reporting_DB,High disk space usage on /data03,host,AWS_CBS_Reporting_DB,High disk space usage on /data03,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNG},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTNG,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNG,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNG,oracle goldengate extract,ELOTNG
Major,High disk space usage on /data02 drive of AWS_CBS_Reporting_DB,2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Major,2,host,AWS_CBS_Reporting_DB,High disk space usage on /data02,host,AWS_CBS_Reporting_DB,High disk space usage on /data02,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNA},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTNA,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNA,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNA,oracle goldengate extract,ELOTNA
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNE},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTNE,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNE,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNE,oracle goldengate extract,ELOTNE
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNF},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTNF,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNF,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNF,oracle goldengate extract,ELOTNF
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNC},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTNC,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNC,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNC,oracle goldengate extract,ELOTNC
Major,High disk space usage on /data04 drive of AWS_CBS_Reporting_DB,2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Major,2,host,AWS_CBS_Reporting_DB,High disk space usage on /data04,host,AWS_CBS_Reporting_DB,High disk space usage on /data04,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTND},2025-08-01T17:50:00,1754070600,17,4,False,886.0,14.767,Critical,3,oracle goldengate extract,ELOTND,Lagging checkpoint duration is high,oracle goldengate extract,ELOTND,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTND,oracle goldengate extract,ELOTND
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNH},2025-08-01T17:50:00,1754070600,17,4,False,890.0,14.833,Critical,3,oracle goldengate extract,ELOTNH,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNH,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNH,oracle goldengate extract,ELOTNH
Minor,Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660,2025-08-01T17:49:00,1754070540,17,4,False,1197.0,19.95,Minor,1,host,Oracle,Many blocked connections for user KBZREPS,host,Oracle,Many blocked connections for user KBZREPS,regex,regex,UNK,Oracle,host,Oracle
Minor,Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:49:00,1754070540,17,4,False,636.0,10.6,Minor,1,host,Oracle,Many blocked sessions,host,Oracle,Many blocked sessions,regex,regex,oracle database,Oracle,host,Oracle
Minor,Data received on connector http-nio-8080 is high on Tomcat OTC_10.11.31.70:8080,2025-08-01T17:48:00,1754070480,17,4,False,1814.0,30.233,Minor,1,host,connector,Data received,host,connector,Data received,regex,regex,UNK,connector,host,connector
Minor,Buffer cache hit ratio is low on Oracle Database EYLOAN_Oracle_DB:1880:dcey,2025-08-01T17:48:00,1754070480,17,4,False,1826.0,30.433,Minor,1,host,Oracle,Buffer cache hit ratio is low,host,Oracle,Buffer cache hit ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many maintenance {system-update},2025-08-01T17:47:00,1754070420,17,4,False,365.0,6.083,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T17:47:00,1754070420,17,4,False,368.0,6.133,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,High disk space usage on /u01 drive of eG_Backend_DB_DR,2025-08-01T17:47:00,1754070420,17,4,False,1238.0,20.633,Minor,1,host,eG_Backend_DB_DR,High disk space usage on /u01,host,eG_Backend_DB_DR,High disk space usage on /u01,regex,regex,host,eG_Backend_DB_DR,host,eG_Backend_DB_DR
Minor,Many instances have been removed recently from AWS Cloud cbs-reporting-prd,2025-08-01T17:46:00,1754070360,17,4,False,313.0,5.217,Minor,1,aws cloud,cbs-reporting-prd,Many instances have been removed recently,aws cloud,cbs-reporting-prd,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,cbs-reporting-prd
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:46:00,1754070360,17,4,False,125.0,2.083,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T17:46:00,1754070360,17,4,False,40.0,0.667,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T17:46:00,1754070360,17,4,False,43.0,0.717,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:46:00,1754070360,17,4,False,125.0,2.083,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Major,Data received on connector http-nio-8080 is high on Tomcat OTC_10.11.31.76:8080,2025-08-01T17:46:00,1754070360,17,4,False,6300.0,105.0,Major,2,host,connector,Data received,host,connector,Data received,regex,regex,UNK,connector,host,connector
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:45:00,1754070300,17,4,False,100.0,1.667,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:45:00,1754070300,17,4,False,205.0,3.417,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T17:45:00,1754070300,17,4,False,205.0,3.417,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
