text,label,original_index,cleaned_text
ငါဠိုးမသား မင်း တို့ ထိုင်း လည်း မင်းအောင်လှိုင် ကို ကူညီ နေ တာ ထောက်ပံ့ နေ တာ ထည့် ပြော လေ kmkl,po,6573,ငါဠိုးမသား မင်း ထိုင်း လည်း မင်းအောင်လှိုင် ကို ကူညီ နေ တာ ထောက်ပံ့ နေ တာ ထည့် ပြော လေ kmkl
မအလ အာဏာ သာ သိမ်း ထား တာ နိုင်နင်း အောင် မှ မ အုပ်ချုပ် တတ် ဘဲ သူ များ ပြော စရာ ဖြစ် ပြီ ပေါ့,po,6243,မအလ အာဏာ သာ သိမ်း ထား တာ နိုင်နင်း အောင် မ အုပ်ချုပ် တတ် ဘဲ သူ ပြော စရာ ဖြစ် ပြီ ပေါ့
PDF ဆို ဒင်း တို့ ခွေးမျိုး တွေ ကို ပြန် ချ မှာ ကွ ခွေးဆိုးမိုက် မအလ အရိုးကိုက် တွေ ရ,po,4204,PDF ဆို ဒင်း ခွေးမျိုး တွေ ကို ပြန် ချ မှာ ကွ ခွေးဆိုးမိုက် မအလ အရိုးကိုက် တွေ ရ
ကမကလ နဲ့ မအလ ပါ လား 😂 ဖျာသယ် နဲ့ ဖျာခေါင်း စျေး ညှိ နေ တာ ပါ ဘာ မှ မ ဟုတ် ပါ ဘူး 😁,ab,5023,ကမကလ နဲ့ မအလ ပါ လား face_with_tears_of_joy ဖျာသယ် နဲ့ ဖျာခေါင်း စျေး ညှိ နေ တာ ပါ ဘာ မ ဟုတ် ပါ ဘူး beaming_face_with_smiling_eyes
စောက်ပြောကြီး တဲ့ ငပေါ,ab,3038,စောက်ပြောကြီး တဲ့ ငပေါ
စစ်ခွေး ဘောမ နည်း သင်တန်း လေး ပါ မ သင် ပေး ဘူး လား,po,5729,စစ်ခွေး ဘောမ နည်း သင်တန်း လေး ပါ မ သင် ပေး ဘူး လား
၈၈ က လူ တွေ အားမနာ ဘူး လား နွား,po,4085,၈၈ လူ တွေ အားမနာ ဘူး လား နွား
နှမ ချင်း ကိုယ်ချင်းစာနာ စွာ တဲ့ 🥹🥹,no,429,နှမ ချင်း ကိုယ်ချင်းစာနာ စွာ တဲ့ face_holding_back_tears face_holding_back_tears
ငါ ဆဲ မလို့ သူ တို့ သီချင်း နဲ့ ပဲ စာ စီ နေ တုန်း မန့် ဖတ် ပြီး ထွက် သွား ခဲ့ တယ် '' လူ ဖြစ် တဲ့ ခဏ ချိန် ဝယ် ဘောပဲမ နေ ကွယ် '' '' ဘယ်လောက် လေးလေး အဘဘောလေးပဲငုံ ပါ ရ စေ လို့ ဆုတောင်း တယ် ဘဝ ဆက် ဆက် '' ' ဘာ ဆို လား ဖတ် ဖတ်,po,6609,ငါ ဆဲ မလို့ သူ သီချင်း နဲ့ ပဲ စာ စီ နေ တုန်း မန့် ဖတ် ပြီး ထွက် သွား ခဲ့ တယ် '' လူ ဖြစ် တဲ့ ခဏ ချိန် ဝယ် ဘောပဲမ နေ ကွယ် '' '' ဘယ်လောက် လေးလေး အဘဘောလေးပဲငုံ ပါ ရ စေ လို့ ဆုတောင်း တယ် ဘဝ ဆက် ဆက် '' ' ဘာ ဆို လား ဖတ် ဖတ်
အမျိုးယုတ် ဆို တာ ဒါ မျိုး ကို ပြော တာ ထင် တယ် မျိုး ဆက် ၃ ဆက် လုံး က တစ် စက် မှ အဆင့်မရှိ ဘူး,ab,5858,အမျိုးယုတ် ဆို တာ ဒါ မျိုး ကို ပြော တာ ထင် တယ် မျိုး ဆက် ၃ ဆက် လုံး စက် အဆင့်မရှိ ဘူး
အေး လေ တိုက်ခန်း တစ် ခန်း စာ တောင် မ ရှိ ဘူး 🤣🤣🤣,no,1022,အေး လေ တိုက်ခန်း ခန်း စာ တောင် မ ရှိ ဘူး rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
လိုအပ် တာ ရယ် လို ချင် တာ ရယ် ခွဲခြား တတ် ဖို့ ပါ,no,1328,လိုအပ် တာ ရယ် လို ချင် တာ ရယ် ခွဲခြား တတ် ဖို့ ပါ
အခုတလော ပွဲ တွေ တအား ပေါ လာ တယ် နော်,no,3258,အခုတလော ပွဲ တွေ တအား ပေါ လာ တယ် နော်
သည် မအေလိုး က တော့ တလရ အစ က သူ့ အပြင် ဆဲ နိုင် တဲ့ သူ မ ရှိ ၊ နောက် တော့ ML Stream နေ တဲ့ ကိုယ်မေကိုယ်လိုး ဖြစ် ပါ တယ်,ab,3551,မအေလိုး တော့ တလရ အစ သူ့ အပြင် ဆဲ နိုင် တဲ့ သူ မ ရှိ ၊ နောက် တော့ ML Stream နေ တဲ့ ကိုယ်မေကိုယ်လိုး ဖြစ် ပါ တယ်
လပ်တီး က လောင်ကီး တွေ ရဲ့ စင့်ကျောက် က အတူတူ ပဲ ။,po,3812,လပ်တီး လောင်ကီး တွေ ရဲ့ စင့်ကျောက် အတူတူ ပဲ ။
အတုမြင်အတတ်သင် မင်း တို့ တွေ လုပ် ပုံ က ယို သူ မ ရှက် မြင် သူ ရှက် သိက္ခာ လေး ဣန္ဒြေ လေး ဆယ် ကြ ပါ ဦး,no,1178,အတုမြင်အတတ်သင် မင်း တွေ လုပ် ပုံ ယို သူ မ ရှက် မြင် သူ ရှက် သိက္ခာ လေး ဣန္ဒြေ လေး ဆယ် ကြ ပါ ဦး
အောက်ကျ လိုက် တာ လာ မ ယူ တာ တောင် တကူးတက အိမ်တိုင်ရာရောက် သွား ပေး ပြီး ယူ တယ် လုပ် နေ တယ် ။ ပြီးတော့ သမ္မတ ဟောင်း မလို့ ဘာ မှ မ ပြော လိုက် သလား ပဲ ငါ သာ ဆို သင်္ချိုင်းကုန်းသွားပေး ပြော လိုက် မှာ အရှက်မရှိ တွေ ။,po,612,အောက်ကျ လိုက် တာ လာ မ ယူ တာ တောင် တကူးတက အိမ်တိုင်ရာရောက် သွား ပေး ပြီး ယူ တယ် လုပ် နေ တယ် ။ ပြီးတော့ သမ္မတ ဟောင်း မလို့ ဘာ မ ပြော လိုက် သလား ပဲ ငါ သာ ဆို သင်္ချိုင်းကုန်းသွားပေး ပြော လိုက် မှာ အရှက်မရှိ တွေ ။
တစ် ယောက် တည်း ကွက် ပြီး ချမ်း နေ တာ နဲ့ တူ တယ်,no,5492,ယောက် တည်း ကွက် ပြီး ချမ်း နေ တာ နဲ့ တူ တယ်
နိုင်ငံ ချီ မ ပြော ပါ နဲ့ ကွာ ရပ်ကွက် အဆင့် ထား လိုက် ဦး လမ်း တစ် လမ်း ပဲ ယှဥ် မ လား ရှုံး ရင် ဖင်ခံ ကြေး,po,6487,နိုင်ငံ ချီ မ ပြော ပါ နဲ့ ကွာ ရပ်ကွက် အဆင့် ထား လိုက် ဦး လမ်း လမ်း ပဲ ယှဥ် မ လား ရှုံး ရင် ဖင်ခံ ကြေး
ဖော် နိုင် လေ ကျော်ကြား လေ လို့ အထင် ရှိ သူ တွေ ပေါ့ 😌,no,4562,ဖော် နိုင် လေ ကျော်ကြား လေ လို့ အထင် ရှိ သူ တွေ ပေါ့ relieved_face
မြန်မာ နိုင်ငံ မုဒိမ်းကျင့် တဲ့ ကောင် တွေ ဘယ် ရောက် နေ တာ လဲ,no,1301,မြန်မာ နိုင်ငံ မုဒိမ်းကျင့် တဲ့ ကောင် တွေ ဘယ် ရောက် နေ တာ လဲ
ဒီဖေ ငါ မ ဆဲ ချင် ဘူး နော် စောင်ကလေး,ab,3015,ဒီဖေ ငါ မ ဆဲ ချင် ဘူး နော် စောင်ကလေး
မအလ ကို လူ ပေါင်း မ မှား ခိုင်း နဲ့ လေ အဲ့ ဆို အဲ့ဒါ ဆို အမေရိကန် က ကူညီ ဖို့ အသင့် ပဲ တရုတ် နဲ့ ဖင်ပေး ပေါင်း တော့ ဘာ တွေ ရ လဲ ပြန် လည်း ကြည့် ဦး,po,875,မအလ ကို လူ ပေါင်း မ မှား ခိုင်း နဲ့ လေ အဲ့ ဆို အဲ့ဒါ ဆို အမေရိကန် ကူညီ ဖို့ အသင့် ပဲ တရုတ် နဲ့ ဖင်ပေး ပေါင်း တော့ ဘာ တွေ ရ လဲ ပြန် လည်း ကြည့် ဦး
ရွှေမှုံရတီ က သူ့ ဘာသာ အဲ့ မျက်နှာပေါက် လုပ် တာ လေ ငါ နဲ့ ဘာ ဆိုင် လို့ အိမ် က လူ တွေ က နင့် စောက်ချိုး အတိုင်း ပဲ သူ လည်း လို့ ပြော ကြ တာ လဲ,ab,2915,ရွှေမှုံရတီ သူ့ ဘာသာ အဲ့ မျက်နှာပေါက် လုပ် တာ လေ ငါ နဲ့ ဘာ ဆိုင် လို့ အိမ် လူ တွေ နင့် စောက်ချိုး အတိုင်း ပဲ သူ လည်း လို့ ပြော ကြ တာ လဲ
အဲ့ ပိုက်ဆံ နဲ့ ဆိုရင် ရန်ကုန် မှာ ၄ ပေ ၆ ပေ မြေ တစ် ကွက် လောက် တော့ ရ နိုင် ပါ တယ် 😁 😁 😁,no,2728,အဲ့ ပိုက်ဆံ နဲ့ ဆိုရင် ရန်ကုန် မှာ ၄ ပေ ၆ ပေ မြေ ကွက် လောက် တော့ ရ နိုင် ပါ တယ် beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
