Priority,Comp Type,Comp Name,Test,Description
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle Sessions, Many blocked sessions on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,gsysdr:1880:gsysdr,Oracle SGA, Buffer cache hit ratio is low on Oracle Database gsysdr:1880:gsysdr
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-SMSBrix1505+AFw-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Alerts, Many recent ORA+AC0-12152 errors in the Alert Log of Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC
Minor,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Alerts, Many recent errors in the Alert Log of Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC +AHs-Summary+AH0-
Minor,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Alerts, Many recent ORA+AC0-02063 errors in the Alert Log of Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DC:1433,SQL Buffers, Page life expectancy on Microsoft SQL server CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DC:1433 is low
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerService+AF8-1528+AFw-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-lp257 of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /var/share/sstore/repo drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Major,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /var drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-SMSBrix3505+AFw-w3wp+ACM-11+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle User Connections, Many blocked connections for user KBZREPS on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Linux,BI+AF8-Reporting+AF8-Prod,Disk Space, High disk space usage on /oggdata drive of BI+AF8-Reporting+AF8-Prod
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-24+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-25+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-8+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-13+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Sessions, Many blocked sessions on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle Wait Class, Concurrency waits are taking time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod zipkin+AC0-5b44f75dbb+AC0-fncm5 of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, Many containers of pod zipkin+AC0-5b44f75dbb+AC0-fncm5 of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, Memory utilization is high for pod fluent+AC0-bit+AC0-pgv6z of namespace amazon+AC0-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DC+AF8-10.11.42.12:80,.NET CLR, Load failures rate is high +AHs-ABCCHotFixQueryPhonePool+AFw-Summary+AH0-
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DC+AF8-10.11.42.12:80,.NET CLR, Load failures rate is high +AHs-ABCCHotFixQueryPhonePool+AFw-w3wp+ACM-73+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DC:1433,SQL User Processes, Many suspended processes for user cbm+AF8-read+AF8-user on Microsoft SQL CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DC:1433
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-6+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-5+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-20+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-7+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-13+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-14+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Microsoft IIS Web,Sys02+AF8-Prod+AF8-DR+AF8-10.11.170.14,Disk Activity, Writes to disk Disk0 C: D: are slow on Sys02+AF8-Prod+AF8-DR+AF8-10.11.170.14
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-prod+AC0-tkc:6443,K8s Pods by Namespace, Memory utilization is high for pod prometheus+AC0-0 of namespace monitoring on Kubernetes Cluster flexcube+AC0-cbs+AC0-prod+AC0-tkc
Minor,AWS Cloud,HRIS+AF8-Prod,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud HRIS+AF8-Prod
Minor,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433,SQL Sessions, Many current connections to Microsoft SQL server CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433
Minor,Active Directory,DomainController+AC0-Prod+AC0-DC:389,Security Group Management, Few global groups has been changed
Minor,Active Directory,DomainController+AC0-Prod+AC0-DC:389,Security Group Management, Few members has been added to the global group
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, Many containers of pod zipkin+AC0-5b44f75dbb+AC0-jbk2j of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod zipkin+AC0-5b44f75dbb+AC0-jbk2j of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv
Major,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Wait Class, Concurrency waits are taking time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,gsysdr:1880:gsysdr,Oracle User Connections, Many blocked connections for user UNKNOWN on Oracle Database gsysdr:1880:gsysdr
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /var drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Critical,AWS Cloud,cbs+AC0-reporting+AC0-prd,AWS EC2 Instance Performance, CPU utilization is high for EC2 instance +AC0-:i+AC0-0055f4de0ca10c8d8 in region ap+AC0-southeast+AC0-1. This instance is hosted on AWS Cloud cbs+AC0-reporting+AC0-prd
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-SMSBrix3505+AFw-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-SMSBrix1505+AFw-Summary+AH0-
Critical,Oracle WebLogic,dcofsaa+AF8-edq+AF8-server1:7104,JMX Connection to JVM, JMX connection to the JVM of Oracle WebLogic dcofsaa+AF8-edq+AF8-server1:7104 failed
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433,SQL Error Log, Many user errors have been detected in Microsoft SQL server CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433's error log
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud bluejay+AC0-workflow+AC0-prod
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, Memory utilization is high for pod fluent+AC0-bit+AC0-pgv6z of namespace amazon+AC0-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv
Critical,External Web,ibanking:443,HTTP, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC Long Running Queries, Many long running queries for DB03 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660,Oracle RAC Long Running Queries, Many long running queries for DB03 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC User Connections, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Minor,Active Directory,DomainController+AC0-Prod+AC0-DC:389,Security Group Management, Few global groups has been changed
Minor,Active Directory,DomainController+AC0-Prod+AC0-DC:389,Security Group Management, Few members has been added to the global group
Minor,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Alerts, Many recent ORA+AC0-02063 errors in the Alert Log of Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC
Minor,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Alerts, Many recent ORA+AC0-03150 errors in the Alert Log of Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Alerts, Many recent errors in the Alert Log of Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-24+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-25+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerService+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-8+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-mig+AC0-tkc:6443,K8s Events, Many container images are failed to pull/create/start on Kubernetes Cluster flexcube+AC0-cbs+AC0-mig+AC0-tkc
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-13+AH0-
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660,Oracle RAC User Connections, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660
Minor,Linux,dcofsaaprd01,TCP, Many TCP connections are established on the system dcofsaaprd01
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, Many containers of pod zipkin+AC0-5b44f75dbb+AC0-fncm5 of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod zipkin+AC0-5b44f75dbb+AC0-fncm5 of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-dwkql of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-487gg of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Database,New+AF8-CB+AF8-DB:1665:kbzprddcpdb,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB:1665:kbzprddcpdb,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS Application Load Balancer, Many HTTP 5XX responses on load balancer app/flexcube+AC0-loadbalancer+AC0-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube+AC0-corebanking+AC0-prd
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS Application Load Balancer, Active TCP connections are high for load balancer app/flexcube+AC0-loadbalancer+AC0-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube+AC0-corebanking+AC0-prd
