text,label,original_index
အေး သမီးလေး အပေါ် မှာ တစ် ပိုင်း ရှိ သေး တယ် 😊,no,6704
ဘောမ လေး စွတ်စပ် ပြီး မ မ နေ နဲ့ ဦး ဖူးဖူး နဲ့ ဘာ တွေ ဖူး ပြီး ဘာ တွေ ယောင် နေ လည်း မ သိ ဖြစ် သွား ဦး မယ် ၊ CDM လုပ် နေ ချိန် မှာ ဇွတ် ဆရာမ ‌လေး လုပ် ချင် နေ တာ က တော့ အဖြေ စာရွက် မှာ နာမည် တပ် ခုံ နံပါတ် ရေး ခဲ့ တာ နဲ့ မအေလိုး မင်းအောင်လှိုင် ဘောမ ထား ‌ တော့ ဖြစ် ပါ တယ် နော် ။,po,5959
တော် ပါ တော့ မသာမ ရဲ့ ကျက်သရေတုံး တယ် နင့် လင် ဟိန်းစိုး နဲ့ ရှေ့ နောက် ညီ အောင် ညှိ,ab,6152
မင်း တို့ နီပိန်း တွေ သတိ သာ ထား နေ ကြ တော့ မ ကြာ ဘူး,po,5878
လီး ဖြစ် လား ကွာ သူ့ မိဘ ပိုက်ဆံ သူ ဖြုန်း တာ မင်း စောက်ပူ ပါ လား 😊,ab,3369
နင့် ကို ဘောမ မှန်း မ သိ ခဲ့ ဘူး flm ရယ်,ab,2002
ခွေးစစ်တပ် ရဲ့ မီး,po,4219
စစ်တပ် ဆို တာ နိုင်ငံရေး ထဲ ဝင် ပါ တာ နဲ့ ဂဏန်း လို ပဲ ဘေးတိုက် ပဲ သွား တယ် ပြုပြင် ပြောင်းလဲ ရေး လည်း မ လုပ် ချင် ဘူး ဂွင် မ ရှိ တော့ မှာ စိုးရိမ် တယ် လေ,po,1510
သူ့ ကို မြင် တော့ ဟို တစ် ယောက် တောင် သတိရ သွား တယ်,no,988
မနေ့ ကတည်းက တွေ့ တယ်,no,5815
သတိ ရှိ ကြ ပါ လက်ရှိ အကြမ်းဖက် စကစ တပ် ထဲ မှာ ကျန် တာ တွေ က အထက် က အမိန့် ပေး ရင် KMKL တဲ့ KMKL ဖူး သူ တွေ ချည်း ပဲ ကျန် ပြီး စစ်ဗိုလ် ချူပ် ကြီး များ ရဲ့ အသက် အိုးအိမ်စည်းစိမ် ကို အသက် ပေး ၍ ကာကွယ် ပါ မည် ဟု သစ္စာ ဆို ထား သူ တွေ တဲ့ ။ KMKL ဖူး သူ တွေ က သူ တို့ သာ လော ဆို တော့ တပ် ထောက်ခံ သူ တွေ လည်း မျိူးဆောင့် ဖူး သူ ချည်း ပဲ တဲ့,po,415
မယားငယ် ထား တာ တောင် မယားကြီး ကို သူ့ ဘက် ပြန် ပါ အောင် သိမ်းသွင်း သေး တာ နော် ကမကလ က တဏှာရူး က တော့ ငယ်ထိပ် ပဲ,ab,1201
နေရာ မ ပေး တော့ လည်း မ ပေး လို့ နေရာ ပေး တော့ လည်း ဟို ဟာ မ ရိုက် ဘူး ဒီ လို မ ရိုက် ဘူး နဲ့ သောက်ကြီးသောက်ကျယ် တွေ က ပြော ပြီ အဲ့ဒါ ကြောင့် ပြော တာ အရာရာ ဟာ သူ ရှိ သင့် တဲ့ နေရာ မှာ ရှိ နေ တာ ပဲ ကောင်း တယ်,ab,2694
မ တက် တဲ့ လူ တွေ က နီပိန်း အကြမ်းဖက် အုပ်စု pdf ကို ထောက်ခံ တယ် မ ထင် နဲ့ ကိုမေကိုလိုး pdf တွေ ဗုံးချ မှာ ကြောက် လို့ မ တက် ရဲ တာ,po,3122
လူမိုက် လုပ် တာ မ ဟုတ် ပေမဲ့ ကြမ်းတမ်း လွန်း တယ် ဟင်း ပွဲ နဲ့ ပစ်ပေါက် ချင် စရာ ကြီး,ab,4079
MAL နှစ် ယောက် ဘယ်လို အောက်တန်းစား တွေ လဲ မ သိ ဘူး,ab,3496
ဘာ သီချင်း လဲ ညီမ တောင် မျက်စိ မှား နေ တာ လား လို့ နိုင်ငံခြား က လား လို့ ပါ ကိုယ့် မျက်စိ ကိုယ် မ ယုံ နိုင် ဘူး နား ထဲ မှာ ဗန် ဗန် ပဲ ကြား တယ် ညီမ တောင် လန့် သွား တာ ပဲ,no,3634
မမြင်ဖူးမစားဖူး တဲ့ သူ တွေ ခု မှ မြင် ရ တွေ့ ရ လို့ ကြွား နေ တဲ့ ပုံ ကြီး like follow ဘာ မှ မ လုပ် ဘဲ မြင် နေ ရ တာ မျက်စိစပါးမွှေးစူး လွန်း လို့ အား နေ ရင် လည်း ခြင်ထောင် ထဲ က မ ထွက် လာ ကြ ပါ နဲ့ လား ကြွား ချင် ရင် လည်း အဲ့ ဒေါ်လာ တွေ ဖင်ထဲထိုးထည့် ပြီး ကြွား ကြည့် ရ တဲ့ သူ တွေ လည်း အသစ်အဆန်း ဖြစ် တာ ပေါ့ 😎😎😎,ab,4810
တင်ဆက် တဲ့ အကို ကြီး ချော တယ် နော်,no,119
လက်နက် အားကိုး နဲ့ မ တရား အာဏာ သိမ်း ထား တဲ့ သန္ဓေယုတ် တဲ့ အကြမ်းဖက် ဖက်ဆစ် တပ်မတော် ကြီး အလုံးစုံ ပျောက်ကွယ် သွား မှ တိုင်းပြည် ကြီး အေးချမ်း သာယာ မယ် လို့ မြင် ပါ တယ်,po,236
အကို တို့ နိုင်ငံရေး ဆို တာ နဲ့ တင် သောက်ပေါမ မှန်း သိသာ ပြီ,po,983
ငါလိုးမသား တွေ သူ တို့ လက် ထဲ ရောက် ရင် ဖမ်း သွား ရင် ကျ တော့ လူမဆန် အောင် နှိပ်စက် ပြီး မှ သတ်ဖြတ် တာ,po,199
မ ကောင်း တဲ့ လူ တွေ ရှိ လို့ ကောင်း တဲ့ လူ တွေ အများစု က နေရာ ပျောက် နေ တာ ဆို တာ အမှန် ပဲ,no,198
သား ကြီး ဖာရုံ အတူတူ ထောင် ကြ မ လား 😅 13 ဖာရုံ ကွာ,ab,3454
"ရူးလို့မဝသေးဘူးလား , တော်တော် စိတ်ကူးယဉ် တဲ့ သူ ပဲ , တိုင်းပြည် နာ လှ ပြီ , မြန်မြန် ဆင်း ပါ တော့",po,3800
မအလ ဆွေမျိုး အမြစ် တွေ ပါ မ ချန် မြန်မာ နိုင်ငံ မှာ နေရာ မ ရှိ အောင် တိုက် ထုတ် ကြ ရ အောင်,po,6344
စောက်ပဲကများ ပြီး ဖြေ နေ တာ,ab,3070
SကြီးSကျယ် တွေ Ethic အကြောင်း လာ ပြော နေ L** ကို ethic. အပုပ် ကို ဖုံး ပြီး fan တွေ ပရိသတ် တွေ အချစ် ကို ယူ ထား ( ခိုး ထား ) ပြီး ကြောင်သူတော် လုပ် ချင် တဲ့ လူယုတ်မာ တွေ ကို မျက်နှာဖုံး လိုက် ခွာ ရ တဲ့ လုပ်ငန်း ရှိ ရင် သိပ် ကောင်း မယ် မိဘ စော်ကား တာ ထား အိမ်ဖော် ကို နှိပ်စက် တာ ဒါ အကြမ်းဖက် တာ ပဲ လေ သူ မှန် တယ် စွပ်စွဲ ခံ ရ တယ် ဆို သူ ရှင်း လိမ့် မယ် မှန် လား မှား လား မ သေချာ ရင် တောင် ဒါ သာ တကယ် ဆိုရင် နစ်နာ သူ တွေ အတွက် ဒဏ်ခတ်သင့် တယ် လူထု က,ab,2939
သိက္ခာချ တဲ့ စကား ပါ လား မအလ မ ကောင်း ကြောင်း ချ ပြ တာ နင် တို့ က နာ နေ တာ ပေါ့ နင် တို့ နိုင်ငံ အ‌ကြောင်း မ သိ တဲ့ လူ ရှိ လား 🤣,po,5490
အသံ ဖိုင် နဲ့ လုပ် မ နေ ပါ နဲ့ လိုင်း ပေါ် တက် ပြီး ပေါ်တင် ပြော ပါ လို့ ဆယ်စုနှစ် ကျော် က အကြောင်း တွေ ခု မှ ပြော နေ လို့ ဘာ ထူး သွား မှာ လဲ လို့,no,1130
စစ် ကျွန် ပညာရေး လုံးဝ မ သင်ကြား ဘူး ကျောင်း မ တက် ရ လည်း သေ သွား မှာ မ ဟုတ် ဘူး,no,6569
စည်းစိမ် တွေ သိပ် မ ကျန် တော့ လို့ ဟို ဘဲကြီး က မင်္ဂလာ ပွဲ ဖျက် လိုက် တာ လား မ သိ ဘူး 🙁☹️,no,6379
နင် တို့ ဟာ က လည်း ငါ bus car ပေါ် မှာ တောင် ကြည့် မ ရ ဘူး 😂,no,3286
မိုးဟေကို နဲ့ ဒီ ကောင်မ အပြိုင် တက် လာ ကြ တယ် မိုးဟေကို က သူ့ လမ်းကြောင်း မှန် ပေါ် ရောက် ပြီး မြန်မာ နိုင်ငံ ရဲ့ ထိပ်တန်း မင်းသမီး ဖြစ် သွား တယ် ဒီ ဟာမ က စစ် အစိုးရ အဖားကောင်း ကြက်ကန်း အကယ်ဒမီ ရ ပြီး လင်တကာနဲ့မြူး တဲ့ ငပေါma ကြီး ဖြစ် သွား တယ် 🤣,ab,5551
သားရေ အတု တွေ ဝယ် သုံး တော့ ကွာ ကုန် တာ ပေါ့,no,824
ခု မှ ၄ဖြစ်နေ ကြ တာ လား အဲ့ လို လုပ် လိုက် ရုံ နဲ့ ရ တယ် ပေါ့ အေဘေး တွေ 😈,ab,2534
နိုင်ငံခြား မှာ သွား ရောင်း ရောင်း ကောင်း မယ် နင့် သီချင်း ကို မြန်မာ ပြည် မှာ တော့ မ ပေါက် နိုင် ဘူး 😁 😁 😁,no,2464
