text,label
တရားစွဲ ပေး လိုက် ကိုယ်ထိလက်ရောက် လုပ် တာ,no
မ လုပ် မ လုပ် ပဲ မ မ လုပ် အာဏာရူး မ ပဲ,po
မ ဂျင်းဆိုင် အမြင်ကပ်,ab
မ တောင် မ ဆဲဆို ပိတ်ပိတ်ကန်,po
နင် ငယ်ငယ် က တက် ခဲ့ တဲ့ ကျောင်း ရော ဒီ လို ပဲ လား,no
ရိုင်း ကျွန် မ မယားငယ်,ab
ကိုမေကိုလိုး စောက်တရားလွန်,ab
တင်ပါးကပျော့နေ,bo
ခွေးသူခိုး တောင် ခွေး,ab
စောက်ကြောင်း,ab
မ အောက်တန်းစား,ab
အာချောင် တောင်,ab
ဆောက်ပြစ် မ လုပ် လုပ် မ ဆောက်တင်း လုပ်,po
မ ကလေး မှန်း သိသာ ကလေး မိုက်ရိုင်း မ ရွံ အောက်တန်းစား,ab
လူသတ်သမား စစ်ခွေး အာဏာရူး,po
မှန် တယ် လုပ် ကို လုပ် သင့် တယ်,no
သရီးဆမ်း မ ဠီး ပဲ,ab
မအေဘေး,ab
ဖင်ရိုက် ပဲ မ ပဲ မ မ ဖျက်ဆီး Lလ,ab
မ ကျက်သရေမရှိ,ab
စောက်ရူး စောက်ရူး လိ အတန်ရှည်,ab
လမ်းဘေးရောက်မှာ,le
ရွှေကြို မ ရွှေကုန်း ဖေLolma,ab
ပထွေး မိထွေး လုပ် မ,ab
အောက်Tanဇား ဖက်ခွက်စား,ab
သူ ပြော တာ ဘယ် နား မှား လို့ လဲ ( မ သိ လို့ ),no
မယားငယ် မ လုပ် ဖာသည်,ab
မ ပဲ ဘောမ,ab
လင်တရူး ပဲ,ab
မင်းမေလင် မ မအေပေး,ab
ရွံ သ‌န္ဓေယုတ်,bo
ဖင်ခံ,ab
ခိုး လု မုဒိန်း ခေါင်းကြီး,ab
‌ေ,ab
မ ကျွေး စောက်လုပ် လုပ်,ab
အောက်တန်းစား,ab
ခွေးကောင် မ ပဲ မ,po
ကိုယ့် စိတ် နဲ့ မ နှိုင်း ပါ နဲ့ 😊 ကိုယ် မ ကောင်း တာ နဲ့ တစ် ဖက် လူ ကို ပါ မ ကောင်း မ မြင် ပါ နဲ့ 🙏,no
စောက်ပဲကများ,ab
ထုံးသုပ် မ,bo
အောက်လုံး မ ရွံ ပဲ,ab
ဖာ,ab
သနား ပါ တယ် သွေး တွေ မြင် တော့ ရင် ထဲ မ ကောင်း,no
မှန်း ဖော်လော်မော်,ab
ပဲ စခ အဝီစိရောက်ကြမှာ,po
အိမ် လာ ခဲ့ အေ ပြော ပြ ပြီး သင်္ဘောသီးထောင်း ပါ ၀ယ် ကျွေး မယ် 😂,no
သောက်မြင်အကပ်ဆုံး,ab
sp စောက်ရူး,ab
ခွေးသား fuck,ab
မအလ အမြန်thayရင်,po
အောက်တန်းစားမ လုပ်,ab
အရိုင်းအစိုင်း,ab
ဆခွက် ကမ ပဲ ရွံစရာကြီး ထွီ,ab
သူတောင်းစား ကျဆုံး ဘေးတွေ့ပါစေ,le
ငါ က တောင် သူ့ ထက် စား နေ သလို ပဲ 😢 😢 😢 😢 ဒါပေမဲ့ ငါ က လဝက် လောက် ဆို သူတောင်းစား လေး ဖြစ် ဖြစ် နေ တာ 😒,no
ပဲ မ မ ဖင်ယား,ab
စပ မုန်း မှန်း မ စောက်စကား စောက်လက် စောက်ခွက် ရိုက် စောက်ပဲကိုများ ပဲ,ab
ဟုတ် တယ် ညီမ ရေ လူ တွေ က ကံ ငါးပါး ကျူးလွန် ဖို့ လွယ် ကြ တယ် ၊ အကောင်း ပြုလုပ် ဖို့ သာ ခက်ခဲ ကြ တာ 😔 ကြား ရ တာ စိတ် မ ကောင်း ဘူး,no
ကိုဖေကိုလိုးမ,ab
ခွေးမသား အရိုးကိုက်,ab
မ သေ တောင်,po
မသာ စောက်ခွက်,bo
မင်းမေလိုး လီး ပဲ ငါလိုးမ စောက်ရူး လီး,ab
မြန်မာ ပြည် အတွက် ရင်လေး တယ် ကြည့် လုပ် ကြ ပေါ့ ဟီရိဩတ္တပ္ပတရား တွေ ဘယ် ရောက် ကုန် ကြ ပြီ လဲ,no
စပ့,bo
စောပေါက်,ab
ခွေး မ,ab
ခွေးမသား မ ခွေးလိုးမသား သေသွားကြ ခွေးသား,ab
ဘယ် နား မှာ လဲ ဗျ ရှာ မ တွေ့ လို့,no
ကိုယ့် နိုင်ငံ ကို အထောက်ကူ ပေး မယ့် အိမ်နီးချင်း နိုင်ငံ တွေ ထဲ က မှ ရှားရှားပါးပါး လေး ဒီ ပါတီ လေး တက် လာ ပါ တယ် ဆို 😭 😭,no
ရွံ ခွေးမ,ab
လေဆိပ် မှာ ပိုက်ဆံ တောင်း လာ တဲ့ အပြင် ခု ဆို ဆေးရုံ တွေ မှာ တောင် ယာဉ်ဝင်ခ ကောက် လာ နေ ပြီ 😁,no
ဖင်ကုန်းပြ,ab
ငေါ်လော်မော်သော် စော်ခြော်,se
အောက်တန်းစား မီးရှို့ ခံ,ab
ဖသမ ပဲ,ab
ပထွေး လော်စုပ်,po
ခွေး လောက် မအလ မ,ab
ရိုင်း ကောင်မ စောက်ကြီးစောက်ကျယ် မ မ မ မ ထည့် စောက်ကျင့်,ab
ချီးထုပ်ကောင်,ab
နွား,ab
အေလိုး,ab
ရိုင်း မ မ,ab
မင်းမေစပ,ab
လဥ $ခွက်,bo
ယုတ်မာ မ အောက်တန်းကျ ဟွန်းဘဲ,po
သူခိုးဂျပိုး,ab
ဝိတ်ပေါ မ မှန်း,bo
နေ့ တိုင်း ရီ နေ ရ တော့ လူ က စိတ် ပေါ့ သွား တာ ပဲ ရီ သော သူ အသက် ရှည် ရုပ် ပျို ကိုယ် နု တယ် လေ BBC ကို ရီ ရ တဲ့ သတင်း တွေ ပဲ တင် ပေး ပါ လို့ ပြော ပေး ပါ လား plz plz plz,no
ခွေးသား ခွေး လောက် တောင် စောက်ဆင့် မ,ab
-ာ မ လုပ်,ab
ပဲ မ ရွ ဖလမ,ab
မ စွမွှေး ကျက်သရေတုံး,ab
မ ရန်တိုက် လီး တောင် မ ဖျက်ဆီး ပဲ,po
မယားငယ်တုံးပိတဲ့အသံ ဖေတရာလိုးမ Leee,bo
စတော့ကင်ဖင်ကျပ်,bo
တော် ပါ ကွာ မင်း တို့ လို အနုပညာ သမား တွေ က ပရိတ်သတ် အားပေး မှု နဲ့ သိန်း ထောင်ချီ ချမ်းသာ နေ တဲ့ သူ တွေ ကိုယ့် ဖာသာ ကို အဆင်ပြေ အောင် သရုပ်ဆောင် ပါ ကွာ,no
Thoutကလေး ရိုင်း မိမဆုံးမဖမဆုံးမ Yiteသ,ab
အဲ့ မိန်းမ က လင် die တာ တောင် ငို နေ တဲ့ ပုံ ကို tt ရိုက် တင် နိုင် သေး တယ် နော်,no
မျက်မမြင်အဖွဲ့,bo
ပါးချ ပစ်,ab
ိုး ပဲ ဖြတ် ဖြတ် လီး ဖြတ် မင်းမေလိုး,ab
မ ဆဲ မသာမ,ab
မအေလိုး ဖြတ် မ,ab
မ ဆဲ မ ဆဲ မ ဆဲ ဆဲ ဆဲ ဖင်ခံ ဖင်ခံ မိုက်ရိုင်း,ab
စောက်ပေါဂိမ်း မ ဘောင်မဝင် စောက်ပေါ,ab
ကလိမ်ကကျစ် စောက်ကောင်စီ လုပ် လုပ်,po
စောက်မှတ် မ,ab
ဖာခေါင်း,ab
ဖာသည် မှန်း,ab
မင်းမေမင်းလိုး မ ဖာသယ်မသား ပဲ,ab
လီးလိုလိုမှိုလိုလို ပဲ,ab
သွား စား မ လို့ ပိုက်ဆံ စု နေ ပါ တယ် ဆို မှ ၊ အခု လို ဆိုရင် တော့ မ သွား တော့ ပါ ဘူး 😢,no
ထိုင်း ရောက် မြန်မာ နိုင်ငံသား တွေ ဆူပူ မှု ဖြစ် ရင် ဝင်မယောင် မိ စေ နဲ့ ကိုယ့် အလုပ် ကိုယ် လုပ် 😆,no
ပဲ သေ,ab
သတင်း တွေ ကို ဖတ် ရ တဲ့ အခါ လိုအပ် တဲ့ နောက် ကြောင်း ရာဇဝင် ပါ ဖော်ပြ ပေး လို့ အထူး ကျေးဇူးတင် ပါ ၏ ။,no
နီပေါ နီပေါ တောင် တုံးအ,ra
မအေလိုး မိုက်ရိုင်း,ab
ဆောက်မြင်ကပ် ပဲ,ab
သေချင်းဆိုး တောင် ခွေးလောက်တန်ဖိုးမရှိတဲ့လူ အသေဆိုးနဲ့သေပါစေ,le
ပိုင်းလုံး ဖာသယ်,ab
ယုတ် ယုတ်မာ ကလေး ပဲ လုပ် ကလေး မ,ab
sp တောင် မ ဆဲ,ab
မအေလိုး သောက်ရှက်,ab
မမစပ တောင်,ab
အဲ့ တာ ဆို ကလေး က ကလေး နေရာ နေ ပေါ့ ၏ ဝင် တား လေ ဝင် မ တား တဲ့ အပြင် တုတ် ယူ ပေး တာ ကလေး တဲ့ လား ပြီး တော့ တစ်ဖက်သူ ကို ပြောင်ပြ နေ တာ ကာကွယ် တာ လား လူကြီး ဖြစ် ပြီး တည်တည်တံ့တံ့ လူကြီး စကား ပြော ။,no
ပဲ မ အချောက်မ,se
ဖာသာသာ,ab
သူ့ ထက် ကြမ်း ပြ လို့ မ ရ ဘူး လား ပျော့ နေ သေး တယ်,no
မသာ မ,bo
လူ့အလုပ်လူလုပ်ခွေးအလုပ်ခွေးလုပ်,ab
ထိုင်း စစ်တပ် က လုပ် ရဲ လား မ ရဲ လား ဆို တာ သိမ်း လိုက် ပေး လိုက် လုပ် နေ တာ လေ ထိုင်း ပြည်သူ တွေ က လက်နက် မ ကိုင် ဘူး brain ရှိ လို့ 😏,no
Mmsp လန့်လိုက်တာသွားကြီးက,bo
အဲဒါ ဆို သူ တောင် အဝတ်စား မ ဝယ် ဘူး တဲ့ သူ တို့ ထုတ် တဲ့ အထည် တွေ ကို မ လိုအပ် ရင် မ ဝယ် ကြ နဲ့ နော်,no
