Priority,Description,Start Time,Duration
Minor, Write rate to datafile SFCUBSTAB_182.dbf is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 19:30 ",1h 31m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:30 ",1m 30s
Major, Other waits are taking time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 19:29 ",14m 12s
Minor, Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 19:26 ",5m 37s
Critical, The web page HomePage is not available for external access. This is affecting External Web ibanking," Aug 01, 2025 19:26 ",40m 24s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#26}," Aug 01, 2025 19:26 ",10m 17s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 19:26 ",10m 17s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#9}," Aug 01, 2025 19:26 ",10m 17s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:26 ",8m 57s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 19:26 ",10m 17s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:26 ",8m 57s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#25}," Aug 01, 2025 19:26 ",10m 17s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#14}," Aug 01, 2025 19:26 ",10m 18s
Minor, There are many waiting containers in pod aws-guardduty-agent-xw57m of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 19:26 ",1h 4m
Minor, There have been many container termination failures for pod aws-guardduty-agent-mhm56 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 19:26 ",5m 16s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database on Cloud SelfOnboarding_Prod_RDS:1521," Aug 01, 2025 19:26 ",4h 3m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:25 ",1m 20s
Critical, High disk space usage on /oggdata drive of BI_Reporting_Prod," Aug 01, 2025 19:25 ",1h 47m
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 19:24 ",14m 37s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:24 ",3m 46s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:23 ",40s
Minor, Memory utilization is high on apisys-prod-zb.kbzbank.com," Aug 01, 2025 19:22 ",34m 28s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:22 ",5m 5s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:21 ",5m 8s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 19:21 ",16m 18s
Minor, There have been many container termination failures for pod aws-guardduty-agent-xw57m of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 19:21 ",5m 11s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:20 ",40s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:20 ",40s
Minor, Many maintenance {system-update}," Aug 01, 2025 19:20 ",38m 23s
Minor, Many maintenance {Summary}," Aug 01, 2025 19:20 ",38m 22s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:20 ",40s
Critical, Many back-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 19:19 ",41m 44s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:18 ",44s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 19:18 ",4m 35s
Minor, Many maintenance {system-update}," Aug 01, 2025 19:18 ",5m 50s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 19:18 ",4m 45s
Minor, Many maintenance {Summary}," Aug 01, 2025 19:18 ",5m 52s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 19:17 ",14m 16s
Critical, High disk space usage on /data01 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:17 ",13m 41s
Critical, High disk space usage on /data04 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:17 ",13m 41s
Critical, High disk space usage on /data03 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:17 ",13m 41s
Critical, High disk space usage on /data02 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:17 ",13m 41s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:17 ",4m 49s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:17 ",4m 49s
Minor, Elapsed time of Oracle job is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 19:16 ",5m 4s
Minor, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 19:16 ",25m 28s
Minor, Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 19:16 ",32m 19s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:15 ",1m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:15 ",1m
Minor, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 19:15 ",31m 14s
Minor, Many maintenance {system-update}," Aug 01, 2025 19:15 ",5m 54s
Minor, Many maintenance {Summary}," Aug 01, 2025 19:15 ",5m 58s
Major, High disk space usage on /oggdata drive of BI_Reporting_Prod," Aug 01, 2025 19:15 ",9m 30s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 19:15 ",10m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:15 ",55s
Minor, Other waits are taking time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:14 ",5m 24s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 19:14 ",15m 11s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 19:13 ",34m 4s
Minor, Average latency for write operations is high in the FCP {port.3a [50:0a:09:81:80:b3:2d:0b]}," Aug 01, 2025 19:12 ",41m 26s
Minor, Average latency for write operations is high in the FCP {port.3b [50:0a:09:82:80:b3:2d:0b]}," Aug 01, 2025 19:12 ",41m 26s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:11 ",5m 16s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:11 ",5m 20s
Minor, Writes to disk Disk0 C: D: are slow on Sys02_Prod_DR_10.11.170.14," Aug 01, 2025 19:11 ",15m 18s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:10 ",1m 21s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:10 ",1m 21s
Minor, High percentage of long table scans for DB04 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 19:10 ",1h 57m
Minor, High percentage of long table scans for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 19:10 ",1h 57m
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 19:10 ",9m 25s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:10 ",1m
Critical, Many missing indexes (based on user impact) in database HRISDB on Microsoft SQL on Cloud HRISDB-Prod:1433," Aug 01, 2025 19:10 ",2h 6m
Minor, Many maintenance {system-update}," Aug 01, 2025 19:09 ",6m 1s
Minor, Many maintenance {Summary}," Aug 01, 2025 19:09 ",6m 5s
Major, Actual CPU credit balance is high {ap-southeast-1:-:i-04b74635ad73c1a93}," Aug 01, 2025 19:08 ",18m 5s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:07 ",4m 50s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:07 ",4m 51s
Minor, There are many waiting containers in pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 19:06 ",58m 18s
Minor, High percentage of long table scans for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 19:06 ",1h 58m
Minor, High percentage of long table scans for DB04 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 19:06 ",1h 58m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:05 ",2m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:05 ",2m
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:05 ",55s
Major, High disk space usage on /var drive of BIREPO_DB_Node_1," Aug 01, 2025 19:05 ",10m 31s
Minor, High disk space usage on /var/share/sstore/repo drive of BIREPO_DB_Node_1," Aug 01, 2025 19:05 ",10m 31s
Critical, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 19:05 ",10m 31s
Major, Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 19:05 ",9m 41s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:05 ",14m 11s
Minor, Destination has log gap issues for DB04/LOG_ARCHIVE_DEST_2 on Oracle Cluster RPTDB_DC:1580," Aug 01, 2025 19:04 ",4m 29s
Major, The SQL compilation rate is high on Microsoft SQL server QPV2DB_Prod:1433," Aug 01, 2025 19:03 ",1h 11m
Major, High disk space usage on /data02 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNG}," Aug 01, 2025 19:03 ",13m 57s
Major, High disk space usage on /data04 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNA}," Aug 01, 2025 19:03 ",13m 57s
Major, High disk space usage on /data01 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNF}," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTND}," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNE}," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNC}," Aug 01, 2025 19:03 ",13m 57s
Major, High disk space usage on /data03 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNB}," Aug 01, 2025 19:03 ",13m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/ELOTNH}," Aug 01, 2025 19:03 ",14m
Critical, Average wait time is high for SQLAgent - TSQL JobStep (Job 0x91920A6701FDC049B599647D25502BFA : Step 1) client connections to Microsoft SQL DC-CTS-DB-PRO:1433," Aug 01, 2025 19:02 ",15m 49s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:02 ",4m 42s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 19:02 ",4m 43s
Minor, There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 19:01 ",4m 57s
Critical, High disk space usage on G drive of DC-CTS-DB-PRO," Aug 01, 2025 19:00 ",4h 8m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:00 ",2m 40s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:00 ",2m 40s
Critical, Elapsed time of queries to the database INCHEQS is high on Microsoft SQL DC-CTS-DB-PRO:1433," Aug 01, 2025 19:00 ",18m 44s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 19:00 ",1m 20s
Minor, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 18:59 ",15m 28s
Minor, Writes to disk sda/sda3/dm-2:/tmp are slow on eG_Backend_DB," Aug 01, 2025 18:59 ",5m 21s
Major, Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 18:59 ",6m 9s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 18:58 ",5m 7s
Minor, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 18:57 ",5m 3s
Minor, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 18:57 ",10m 3s
Minor, Queue length is high {SMSBrix1505\w3wp#12}," Aug 01, 2025 18:57 ",9m 38s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 18:57 ",5m 21s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 18:56 ",5m 26s
Critical, TCP connection failed when accessing the web page QMS-Portal. This is affecting External Web QMS," Aug 01, 2025 18:56 ",13m 53s
Minor, Many maintenance {system-update}," Aug 01, 2025 18:56 ",11m 13s
Critical, The web page QMS-Portal is not available for external access. This is affecting External Web QMS," Aug 01, 2025 18:56 ",13m 55s
Minor, Many maintenance {Summary}," Aug 01, 2025 18:56 ",11m 15s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 18:55 ",14m 43s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:55 ",4m 41s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:55 ",3m 15s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:55 ",3m 15s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:55 ",1m 21s
Minor, Many instances have been removed recently from AWS Cloud KBZ-Project," Aug 01, 2025 18:54 ",14m 47s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 18:54 ",4m 42s
Minor, Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 18:54 ",5m 27s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 18:54 ",19m 45s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 18:54 ",19m 45s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#14}," Aug 01, 2025 18:54 ",14m 44s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#5}," Aug 01, 2025 18:54 ",14m 44s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#7}," Aug 01, 2025 18:54 ",14m 44s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 18:54 ",14m 44s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 18:54 ",14m 44s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#20}," Aug 01, 2025 18:54 ",14m 44s
Major, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 18:54 ",11m 4s
Minor, High disk space usage on /var drive of BIREPO_DB_Node_1," Aug 01, 2025 18:54 ",11m 4s
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 18:53 ",10m 3s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 18:52 ",4m 31s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 18:52 ",4m 34s
Minor, Queue length is high {SMSCallBack3507\w3wp#13}," Aug 01, 2025 18:51 ",5m 11s
Minor, Queue length is high {SMSCallBack3507\Summary}," Aug 01, 2025 18:51 ",5m 15s
Minor, Queue length is high {SMSBrix1505\Summary}," Aug 01, 2025 18:51 ",35m 24s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 18:51 ",24m 50s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 18:51 ",24m 50s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#8}," Aug 01, 2025 18:51 ",24m 50s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#24}," Aug 01, 2025 18:51 ",24m 50s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#25}," Aug 01, 2025 18:51 ",24m 50s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 18:51 ",13m 39s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 18:51 ",24m 55s
Minor, Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:50 ",33m 58s
Minor, Many maintenance {system-update}," Aug 01, 2025 18:50 ",10m 5s
Minor, Many maintenance {Summary}," Aug 01, 2025 18:50 ",10m 10s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:50 ",3m 23s
Major, Other waits are taking time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 18:50 ",18m 37s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:50 ",3m 23s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:50 ",1m 3s
Major, AWS VPN tunnel -:vpn-093fb37d16116b2dd is down in region ap-southeast-1 of AWS Cloud KBZT," Aug 01, 2025 18:49 ",1m 47s
Minor, Buffer cache hit ratio is low on Oracle Database EYLOAN_Oracle_DB:1880:dcey," Aug 01, 2025 18:49 ",31m 2s
Minor, Many blocked connections for user KBZREPS on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 18:47 ",39m 28s
Minor, High percentage of long table scans for DB07 on Oracle Cluster Ofsaa_DB_Rac:1580," Aug 01, 2025 18:47 ",8m 48s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 18:46 ",20s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 18:46 ",21s
Critical, Many back-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 18:46 ",22m 8s
Minor, Many maintenance {system-update}," Aug 01, 2025 18:46 ",6m 48s
Minor, Many maintenance {Summary}," Aug 01, 2025 18:46 ",6m 50s
Major, Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 18:46 ",3m 28s
